รหัสนักเรียน,ชื่อ-นามสกุล,เพศ,อายุ,ระดับชั้น,โรงเรียน,เบอร์โทรติดต่อ,รหัสคอร์ส,ชื่อคอร์ส,รายวิชา,อาจารย์ผู้สอน,ราคา(บาท),จำนวนรับสูงสุด,จำนวนผู้ลงทะเบียน,ที่นั่งคงเหลือ,รหัสการลงทะเบียน,วันที่ลงทะเบียน,ส่วนลด,ยอดชำระสุทธิ (บาท),สถานะการลงทะเบียน,รหัสการชำระเงิน,จำนวนเงินที่ชำระ(บาท),ช่องทางการชำระเงิน,วันที่ชำระเงิน,สถานะการชำระเงิน
STU0410,กิตติพงษ์ บุญส่ง,ชาย,15,ม.4,โรงเรียนขอนแก่นวิทยาลัย,099-8306672,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,410,2026-08-11,0.1,3150.0,ลงทะเบียนสำเร็จ,382.0,3150.0,พร้อมเพย์,2026-08-11,ชำระเงินแล้ว
STU0411,วรเมธ ชนะชัย,ชาย,17,ม.6,โรงเรียนกัลยาณวัตร,097-4637141,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,411,2026-08-10,0.0,2500.0,ลงทะเบียนสำเร็จ,383.0,2500.0,พร้อมเพย์,2026-08-10,ชำระเงินแล้ว
STU0412,อัญชิสา สายทอง,หญิง,18,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),088-4596030,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,412,2026-08-01,0.05,0.0,คอร์สเต็ม,,,,,
STU0413,ณรงค์ฤทธิ์ ศรีเจริญ,ชาย,16,ม.4,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,098-2699727,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,413,2026-06-22,0.1,0.0,คอร์สเต็ม,,,,,
STU0414,ปัณณวิชญ์ พรหมรักษา,ชาย,16,ม.5,โรงเรียนขอนแก่นวิทยายน,082-6768393,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,414,2026-08-19,0.1,3150.0,ลงทะเบียนสำเร็จ,384.0,3150.0,เงินสด,2026-08-19,ชำระเงินแล้ว
STU0415,กวิน วงศ์ดี,ชาย,17,ม.6,โรงเรียนขอนแก่นวิทยายน,097-6390602,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,415,2026-06-22,0.05,3325.0,ลงทะเบียนสำเร็จ,385.0,3325.0,บัตรเครดิต,2026-06-22,ชำระเงินแล้ว
STU0416,พิมพ์ลภัส บุญส่ง,หญิง,17,ม.6,โรงเรียนขอนแก่นพัฒนศึกษา,081-1733537,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,416,2026-06-23,0.0,0.0,คอร์สเต็ม,,,,,
STU0417,กัญญาณัฐ บุญญฤทธิ์,หญิง,17,ม.5,โรงเรียนนครขอนแก่น,097-1590535,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,417,2026-08-12,0.0,0.0,คอร์สเต็ม,,,,,
STU0418,ศุภณัฐ วงศ์สุวรรณ,ชาย,18,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),083-5223194,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,418,2026-07-08,0.0,3300.0,ลงทะเบียนสำเร็จ,386.0,3300.0,เงินสด,2026-07-08,ชำระเงินแล้ว
STU0419,กิตติพงษ์ เกียรติศักดิ์,ชาย,17,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),094-6367767,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,419,2026-07-28,0.1,0.0,คอร์สเต็ม,,,,,
STU0420,สุพิชญา บุญชู,หญิง,15,ม.4,โรงเรียนขอนแก่นพัฒนศึกษา,094-3047189,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,420,2026-06-26,0.1,0.0,คอร์สเต็ม,,,,,
STU0421,ณิชาภา สวัสดิ์ชัย,หญิง,15,ม.4,โรงเรียนขอนแก่นพัฒนศึกษา,093-6536873,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,421,2026-07-29,0.0,0.0,คอร์สเต็ม,,,,,
STU0422,พัชราภา แก้วใส,หญิง,15,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),097-5007651,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,422,2026-07-18,0.05,0.0,คอร์สเต็ม,,,,,
STU0423,ธิดารัตน์ บุญมี,หญิง,16,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),099-1561283,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,423,2026-06-15,0.05,0.0,คอร์สเต็ม,,,,,
STU0424,กรวิชญ์ พรหมรักษา,ชาย,16,ม.4,โรงเรียนนครขอนแก่น,094-3738128,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,424,2026-07-31,0.1,0.0,คอร์สเต็ม,,,,,
STU0425,ชญาดา สุวรรณ,หญิง,17,ม.6,โรงเรียนขอนแก่นวิทยายน,089-3723214,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,425,2026-08-12,0.0,3300.0,ลงทะเบียนสำเร็จ,387.0,3300.0,เงินสด,2026-08-12,ชำระเงินแล้ว
STU0426,ชนนท์ สุริยะ,ชาย,15,ม.4,โรงเรียนขอนแก่นวิทยายน,083-1782927,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,426,2026-07-12,0.05,0.0,คอร์สเต็ม,,,,,
STU0427,ณัฐภัทร บุญส่ง,ชาย,16,ม.5,โรงเรียนกัลยาณวัตร,091-4018956,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,427,2026-07-05,0.1,2430.0,ลงทะเบียนสำเร็จ,388.0,2430.0,เงินสด,2026-07-05,ชำระเงินแล้ว
STU0428,ภัทรพล วงศ์สุวรรณ,ชาย,16,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),098-3820336,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,428,2026-08-05,0.1,0.0,คอร์สเต็ม,,,,,
STU0429,ธนวัฒน์ ชัยมงคล,ชาย,16,ม.4,โรงเรียนนครขอนแก่น,098-2617203,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,429,2026-07-01,0.0,0.0,คอร์สเต็ม,,,,,
STU0430,สิริกัญญา บุญมี,หญิง,16,ม.4,โรงเรียนขอนแก่นพัฒนศึกษา,081-4244271,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,430,2026-07-07,0.05,0.0,คอร์สเต็ม,,,,,
STU0431,ชุติกาญจน์ พรมมา,หญิง,16,ม.4,โรงเรียนแก่นนครวิทยาลัย,099-5797641,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,431,2026-07-27,0.0,0.0,คอร์สเต็ม,,,,,
STU0432,อธิพัฒน์ เจริญวงศ์,ชาย,16,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),082-5425955,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,432,2026-07-27,0.0,0.0,คอร์สเต็ม,,,,,
STU0433,ปิยธิดา วิไลวรรณ,หญิง,17,ม.5,โรงเรียนขอนแก่นวิทยายน,094-6733831,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,433,2026-07-15,0.05,0.0,คอร์สเต็ม,,,,,
STU0434,อริสรา บุญเลิศ,หญิง,15,ม.4,โรงเรียนขามแก่นนคร,089-4928431,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,434,2026-07-30,0.05,0.0,คอร์สเต็ม,,,,,
STU0435,อัญชิสา พงษ์ไพบูลย์,หญิง,18,ม.6,โรงเรียนแก่นนครวิทยาลัย,094-9333035,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,435,2026-07-31,0.1,0.0,คอร์สเต็ม,,,,,
STU0436,ภัทรพล รัตนชัย,ชาย,15,ม.4,โรงเรียนกัลยาณวัตร,092-7532045,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,436,2026-08-19,0.0,0.0,คอร์สเต็ม,,,,,
STU0437,ก้องภพ วงศ์ดี,ชาย,17,ม.5,โรงเรียนแก่นนครวิทยาลัย,086-7133830,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,437,2026-07-13,0.1,2970.0,ลงทะเบียนสำเร็จ,389.0,2970.0,เงินสด,2026-07-13,ชำระเงินแล้ว
STU0438,กวิน สุริยะ,ชาย,18,ม.6,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,092-1018362,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,438,2026-07-26,0.05,0.0,คอร์สเต็ม,,,,,
STU0439,รวิภาส บุญธรรม,ชาย,15,ม.4,โรงเรียนแก่นนครวิทยาลัย,097-9507223,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,439,2026-07-03,0.05,3325.0,ลงทะเบียนสำเร็จ,390.0,3325.0,โอนธนาคาร,2026-07-03,ชำระเงินแล้ว
STU0440,อธิพัฒน์ จันทร์ดี,ชาย,16,ม.4,โรงเรียนขอนแก่นวิทยาลัย,086-8766645,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,440,2026-07-04,0.1,0.0,คอร์สเต็ม,,,,,
STU0441,กุลธิดา แสงจันทร์,หญิง,18,ม.6,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,094-5050323,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,441,2026-07-21,0.05,3325.0,ลงทะเบียนสำเร็จ,391.0,3325.0,เงินสด,2026-07-21,ชำระเงินแล้ว
STU0442,รินรดา ชัยมงคล,หญิง,18,ม.6,โรงเรียนกัลยาณวัตร,085-3719346,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,442,2026-08-13,0.05,3325.0,ลงทะเบียนสำเร็จ,392.0,3325.0,พร้อมเพย์,2026-08-13,ชำระเงินแล้ว
STU0443,พศิน ศรีอุดม,ชาย,17,ม.5,โรงเรียนกัลยาณวัตร,093-1977443,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,443,2026-08-10,0.1,0.0,คอร์สเต็ม,,,,,
STU0444,ณัฐธิดา วัฒนชัย,หญิง,15,ม.4,โรงเรียนแก่นนครวิทยาลัย,089-8644014,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,444,2026-06-30,0.1,0.0,คอร์สเต็ม,,,,,
STU0445,ปวีณา วงศ์ดี,หญิง,15,ม.4,โรงเรียนขอนแก่นวิทยาลัย,088-2692382,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,445,2026-06-25,0.1,0.0,คอร์สเต็ม,,,,,
STU0446,วรเมธ วัฒนกุล,ชาย,17,ม.6,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,093-3149106,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,446,2026-06-16,0.05,0.0,คอร์สเต็ม,,,,,
STU0447,ภาคิน เจริญวงศ์,ชาย,18,ม.6,โรงเรียนขามแก่นนคร,095-5040030,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,447,2026-06-07,0.1,0.0,คอร์สเต็ม,,,,,
STU0448,ภาณุวัฒน์ สุขสันต์,ชาย,18,ม.6,โรงเรียนแก่นนครวิทยาลัย,095-8858666,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,448,2026-06-23,0.0,2500.0,ลงทะเบียนสำเร็จ,393.0,2500.0,บัตรเครดิต,2026-06-23,ชำระเงินแล้ว
